"otu","var.abs","varx.abs","value.abs","var.pos","varx.pos","value.pos"
"R1__Insecta_Diptera_Tabanidae_Hybomitra_rhombica_BOLD_AAG4571_size.14764","be30",6,0.091995923174586,"be30",6,0.091995923174586
"R1.68__Insecta_Diptera_Asilidae_Laphria_NA_BOLD_AAG6876_size.6856","Ess30",9,0.0574996663696702,"Ess30",9,0.0574996663696702
"R10017.3__Insecta_Hemiptera_Aphididae_Cinara_pseudotaxifoliae_BOLD_ABU8198_size.101","ndvi_p5_r500",17,0.0620781420704718,"ndvi_p5_r500",17,0.0620781420704718
"R10098__Insecta_Diptera_Mycetophilidae_Mycomya_NA_BOLD_ACJ6978_size.215","tri30",7,0.0606914020111759,"tri30",7,0.0606914020111759
"R10161.4__Insecta_Diptera_Mycetophilidae_Cordyla_NA_BOLD_AAP6493_size.176","lg_DistStream",24,0.0511914547162091,"lg_DistStream",24,0.0511914547162091
"R10178.4__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACC2335_size.24","cut_r250",3,0.0592205148658812,"cut_r250",3,0.0592205148658812
"R10463.8__Insecta_Lepidoptera_Yponomeutidae_Eucalantica_polita_BOLD_AAB6103_size.46","be30",6,0.0588426644092102,"be30",6,0.0588426644092102
"R10545__Insecta_Diptera_Muscidae_Phaonia_NA_BOLD_ABU9891_size.2","lg_DistRoad",25,0.0546369528533097,"lg_DistRoad",25,0.0546369528533097
"R10790__Insecta_Diptera_Sciaridae_NA_NA_BOLD_ACC1657_size.68","lg_DistRoad",25,0.0872649939097246,"lg_DistRoad",25,0.0872649939097246
"R10952__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACC1523_size.20","ndvi_p95_r250",20,0.0799873792572904,"ndvi_p95_r250",20,0.0799873792572904
"R10996__Arachnida_Araneae_Gnaphosidae_Sergiolus_montanus_BOLD_AAP4007_size.311","nbr_stdDev_r250",15,0.0583139208713265,"nbr_stdDev_r250",15,0.0583139208713265
"R1306.3__Arachnida_Araneae_Anyphaenidae_Anyphaena_pacifica_BOLD_AAJ2526_size.3672","lg_DistStream",24,0.0806485244609826,"lg_DistStream",24,0.0806485244609826
"R1423.113__Insecta_Coleoptera_NA_NA_NA_BOLD_ACI2933_size.19","twi30",10,0.0718859097006125,"twi30",10,0.0718859097006125
"R1519.2__Insecta_Diptera_NA_NA_NA_BOLD_ACX8657_size.2595","lg_DistRoad",25,0.0771512831008034,"lg_DistRoad",25,0.0771512831008034
"R1570.177__Insecta_Diptera_Phoridae_Megaselia_NA_BOLD_ACI7290_size.24","nbr_stdDev_r250",15,0.0513057323063374,"nbr_stdDev_r250",15,0.0513057323063374
"R1581.186__Insecta_Coleoptera_Scraptiidae_NA_NA_BOLD_ABX2446_size.20","Ess30",9,0.0589177227951078,"Ess30",9,0.0589177227951078
"R1583.112__Insecta_Diptera_Sphaeroceridae_NA_NA_BOLD_ACP8985_size.2","l_rumple",14,0.0521881631449659,"l_rumple",14,0.0521881631449659
"R1626.92__Insecta_Lepidoptera_Gelechiidae_Coleotechnites_NA_BOLD_AAW5246_size.243","tri30",7,0.0521282756753659,"tri30",7,0.0521282756753659
"R1631.2__Insecta_Coleoptera_Cerambycidae_Leptura_obliterata_BOLD_AAG5563_size.32225","lg_DistStream",24,0.084103496292323,"lg_DistStream",24,0.084103496292323
"R1646.3__Insecta_Diptera_Tabanidae_Chrysops_NA_BOLD_AAG4564_size.2038","twi30",10,0.0566785443434834,"twi30",10,0.0566785443434834
"R1693.110__Insecta_Lepidoptera_Gelechiidae_Neotelphusa_NA_BOLD_AAA6353_size.103","lg_cover4m_16m",28,0.0626461925342662,"lg_cover4m_16m",28,0.0626461925342662
"R1733.25__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACF5187_size.90","cut_r1k",2,0.0583655792943677,"cut_r1k",2,0.0583655792943677
"R1739.2__Insecta_Coleoptera_Elateridae_Gamepenthes_NA_BOLD_ACI5218_size.1948","lg_DistRoad",25,0.0896520947197004,"lg_DistRoad",25,0.0896520947197004
"R1778.25__Insecta_Coleoptera_Cerambycidae_Pidonia_scripta_BOLD_AAD6095_size.71","tpi1k",12,0.0668355578392537,"tpi1k",12,0.0668355578392537
"R1891.25__Insecta_Hymenoptera_Apidae_Bombus_sitkensis_BOLD_AAI4757_size.45","lg_cover2m_4m",27,0.0695518175196032,"lg_cover2m_4m",27,0.0695518175196032
"R1904.2__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACE8616_size.791","be30",6,0.0631940492325901,"be30",6,0.0631940492325901
"R1912.205__Insecta_Neuroptera_Hemerobiidae_Hemerobius_NA_BOLD_ACZ4269_size.13","be30",6,0.0617474059389791,"be30",6,0.0617474059389791
"R1952.2__Insecta_Lepidoptera_Geometridae_Plagodis_pulveraria_BOLD_AAA6013_size.2395","lg_DistRoad",25,0.0675296800579233,"lg_DistRoad",25,0.0675296800579233
"R2002.2__Arachnida_Araneae_Gnaphosidae_Orodrassus_canadensis_BOLD_ACD2419_size.31","lg_cover2m_max",26,0.0665469404194344,"lg_cover2m_max",26,0.0665469404194344
"R2132.10__Insecta_Coleoptera_NA_NA_NA_BOLD_ADC1012_size.170","lg_DistRoad",25,0.0817518725653441,"lg_DistRoad",25,0.0817518725653441
"R2197.71__Insecta_Diptera_Sciaridae_Bradysia_placida_BOLD_ACR4350_size.42","be30",6,0.0559176434824522,"be30",6,0.0559176434824522
"R2339.2__Insecta_Diptera_Tabanidae_Chrysops_NA_BOLD_AAP7670_size.2174","twi30",10,0.061690892693742,"twi30",10,0.061690892693742
"R2352__Insecta_Hemiptera_Aphididae_Cinara_splendens_BOLD_AAL7025_size.391","l_rumple",14,0.0757973037115041,"l_rumple",14,0.0757973037115041
"R2420__Insecta_Hymenoptera_Vespidae_Dolichovespula_maculata_BOLD_AAB6388_size.239475","be30",6,0.0903596625996907,"be30",6,0.0903596625996907
"R2457.69__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACB9005_size.14","lg_cover4m_16m",28,0.0607399596418874,"lg_cover4m_16m",28,0.0607399596418874
"R2460.5__Insecta_Diptera_Muscidae_Helina_evecta_BOLD_AAC2498_size.2189","l_rumple",14,0.0606008241207859,"l_rumple",14,0.0606008241207859
"R2500.5__Insecta_Hymenoptera_Formicidae_Lasius_NA_BOLD_AAE1550_size.1938","ndvi_p50_r500",19,0.0571495190513,"ndvi_p50_r500",19,0.0571495190513
"R2583.137__Insecta_Lepidoptera_Argyresthiidae_Argyresthia_NA_BOLD_AAF5253_size.15","l_rumple",14,0.0626150838360057,"l_rumple",14,0.0626150838360057
"R2585.64__Insecta_Psocodea_Psocidae_Loensia_NA_BOLD_ACC5693_size.613","be30",6,0.0571264167195318,"be30",6,0.0571264167195318
"R2694.5__Insecta_Coleoptera_Cerambycidae_Stenostrophia_NA_BOLD_ABW6219_size.1211","ndvi_p95_r250",20,0.0656357838147853,"ndvi_p95_r250",20,0.0656357838147853
"R2775.3__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACI9191_size.2219","ndvi_p5_r500",17,0.0786367409747934,"ndvi_p5_r500",17,0.0786367409747934
"R2833.3__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACG4506_size.666","lg_DistStream",24,0.0693966086293323,"lg_DistStream",24,0.0693966086293323
"R2850.3__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACT8296_size.525","LC08_045029_20180726_B1",22,0.0663376063675804,"LC08_045029_20180726_B1",22,0.0663376063675804
"R2925.21__Insecta_Diptera_NA_NA_NA_BOLD_AAZ4857_size.126","LC08_045029_20180726_B5",23,0.0849424846553689,"LC08_045029_20180726_B5",23,0.0849424846553689
"R2934.4__Arachnida_Opiliones_Phalangiidae_Leptobunus_NA_BOLD_ACI7739_size.4161","tri30",7,0.0629860069866854,"tri30",7,0.0629860069866854
"R2962.90__Insecta_Hemiptera_Miridae_Phytocoris_NA_BOLD_AAG8886_size.20","l_rumple",14,0.0665641517940497,"l_rumple",14,0.0665641517940497
"R2987.3__Insecta_Coleoptera_Cerambycidae_Lepturopsis_dolorosa_BOLD_AAJ1376_size.5036","l_p25",13,0.0604300009527449,"l_p25",13,0.0604300009527449
"R3027.4__Insecta_Lepidoptera_Gelechiidae_Bryotropha_NA_BOLD_AAC5850_size.177","lg_DistRoad",25,0.0728609299236732,"lg_DistRoad",25,0.0728609299236732
"R3062.20__Insecta_Diptera_Mycetophilidae_Cordyla_NA_BOLD_ABW9771_size.1183","l_rumple",14,0.0678352761660836,"l_rumple",14,0.0678352761660836
"R3124.48__Insecta_Diptera_Tabanidae_Hybomitra_NA_BOLD_ACG6460_size.1312","lg_cover2m_4m",27,0.0641260255919551,"lg_cover2m_4m",27,0.0641260255919551
"R3129.67__Insecta_Diptera_Chloropidae_Dasyopa_NA_BOLD_ADI1308_size.55","ndvi_p5_r500",17,0.0610350384093788,"ndvi_p5_r500",17,0.0610350384093788
"R3179.5__Insecta_Lepidoptera_Tineidae_NA_NA_BOLD_ADC2083_size.698","lg_DistRoad",25,0.0906121358454504,"lg_DistRoad",25,0.0906121358454504
"R3201.2__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACX2568_size.1537","be30",6,0.0947207378593373,"be30",6,0.0947207378593373
"R3258.88__Insecta_Hemiptera_Aphididae_Essigella_wilsoni_BOLD_ACC4249_size.13","ndvi_p5_r500",17,0.0609978440398221,"ndvi_p5_r500",17,0.0609978440398221
"R3301.82__Insecta_Lepidoptera_Geometridae_Pero_NA_BOLD_AAA5527_size.1971","tpi1k",12,0.0573966403650606,"tpi1k",12,0.0573966403650606
"R3462.2__Insecta_Hymenoptera_Vespidae_Dolichovespula_norvegicoides_BOLD_AAB9565_size.30305","tri30",7,0.077833826704389,"tri30",7,0.077833826704389
"R3500.3__Insecta_Hymenoptera_Apidae_Bombus_sitkensis_BOLD_ACU8557_size.1191","LC08_045029_20180726_B5",23,0.066021910242094,"LC08_045029_20180726_B5",23,0.066021910242094
"R3540.4__Insecta_Lepidoptera_Geometridae_Ceratodalia_gueneata_BOLD_AAA5705_size.21947","ndvi_p95_r250",20,0.0785991644621478,"ndvi_p95_r250",20,0.0785991644621478
"R3651.2__Insecta_Diptera_Syrphidae_Melanostoma_mellinum_BOLD_AAB2866_size.493","tpi1k",12,0.0578237752094496,"tpi1k",12,0.0578237752094496
"R3738.2__Insecta_Hemiptera_Achilidae_Synecdoche_nemoralis_BOLD_AAV0215_size.668","l_rumple",14,0.0711062192677896,"l_rumple",14,0.0711062192677896
"R3760.2__Insecta_Lepidoptera_Geometridae_Melanolophia_imitata_BOLD_AAA4550_size.387","cut40_r250",5,0.0604712235344622,"cut40_r250",5,0.0604712235344622
"R3812.3__Insecta_Lepidoptera_Geometridae_Ultralcis_latipennis_BOLD_AAC8430_size.460","be30",6,0.0756459293674374,"be30",6,0.0756459293674374
"R3819.2__Insecta_Lepidoptera_Tortricidae_Orthotaenia_undulana_BOLD_AAB4022_size.133","cut_r1k",2,0.056242625539135,"cut_r1k",2,0.056242625539135
"R3842.2__Insecta_Hymenoptera_Vespidae_Eumenes_consobrinus_BOLD_AAG9053_size.3920","l_rumple",14,0.0686989677748052,"l_rumple",14,0.0686989677748052
"R3851.4__Insecta_Hymenoptera_Scelionidae_Telenomus_NA_BOLD_ACX1641_size.80","ndvi_p5_r100",16,0.0627034116367788,"ndvi_p5_r100",16,0.0627034116367788
"R3862.4__Insecta_Hymenoptera_Pompilidae_Aporus_NA_BOLD_ACQ4467_size.768","be30",6,0.0605838841281099,"be30",6,0.0605838841281099
"R3869.44__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ABY7035_size.576","tpi1k",12,0.0674137112990955,"tpi1k",12,0.0674137112990955
"R3899.2__Insecta_Coleoptera_Coccinellidae_Cycloneda_polita_BOLD_ACA6292_size.978","LC08_045029_20180726_B5",23,0.0661391739602767,"LC08_045029_20180726_B5",23,0.0661391739602767
"R3928.2__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACU5785_size.389","insideHJA",29,0.0654942185670003,"insideHJA",29,0.0654942185670003
"R3962.3__Insecta_Coleoptera_Cleridae_Enoclerus_NA_BOLD_AAG5716_size.257","twi30",10,0.082895395744735,"twi30",10,0.082895395744735
"R3973.21__Insecta_Diptera_Mycetophilidae_Cordyla_NA_BOLD_ACB6454_size.24","l_rumple",14,0.0601214531299326,"l_rumple",14,0.0601214531299326
"R4008.2__Insecta_Psocodea_Amphipsocidae_Polypsocus_corruptus_BOLD_AAM8933_size.41","tri30",7,0.060200343464285,"tri30",7,0.060200343464285
"R4045.2__Insecta_Lepidoptera_Blastobasidae_Blastobasis_glandulella_BOLD_AAG8588_size.365","lg_DistRoad",25,0.0823597206809284,"lg_DistRoad",25,0.0823597206809284
"R4065.4__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ADC1777_size.80","be30",6,0.0671315347535174,"be30",6,0.0671315347535174
"R4069.6__Insecta_Diptera_Rhagionidae_NA_NA_BOLD_ACX1094_size.14821","tpi1k",12,0.117516174100086,"tpi1k",12,0.117516174100086
"R4086.4__Insecta_Diptera_Sciaridae_Hyperlasion_wasmanni_BOLD_ACX4194_size.392","be30",6,0.0753914795367185,"be30",6,0.0753914795367185
"R4091.6__Insecta_Diptera_Asilidae_Nevadasilus_NA_BOLD_AAH2298_size.3235","nbr_stdDev_r250",15,0.0617681516184378,"nbr_stdDev_r250",15,0.0617681516184378
"R4099.21__Arachnida_Araneae_Philodromidae_Philodromus_oneida_BOLD_AAN9004_size.80","be30",6,0.0557974633038786,"be30",6,0.0557974633038786
"R4118.30__Insecta_Lepidoptera_Crambidae_Eudonia_NA_BOLD_AAD2838_size.1487","tpi250",11,0.0705158236241081,"tpi250",11,0.0705158236241081
"R4122.6__Insecta_Orthoptera_Rhaphidophoridae_Pristoceuthophilus_cercalis_BOLD_AAG2718_size.7140","tri30",7,0.0692716892410344,"tri30",7,0.0692716892410344
"R4148.86__Insecta_Coleoptera_Throscidae_Aulonothroscus_NA_BOLD_AAU7339_size.6","l_rumple",14,0.0665987228364844,"l_rumple",14,0.0665987228364844
"R4211.4__Insecta_Coleoptera_Elateridae_Hemicrepidius_NA_BOLD_ACG6952_size.3888","nbr_stdDev_r250",15,0.0588767778013688,"nbr_stdDev_r250",15,0.0588767778013688
"R4213.5__Insecta_Coleoptera_Cerambycidae_Necydalis_laevicollis_BOLD_ACT4277_size.998","twi30",10,0.0493702130734508,"twi30",10,0.0493702130734508
"R4278.5__Insecta_Raphidioptera_Raphidiidae_Agulla_NA_BOLD_ACA6997_size.2491","gt4_500",1,0.0720374085415993,"gt4_500",1,0.0720374085415993
"R4306.8__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACV7181_size.65","lg_DistRoad",25,0.0648065629535975,"lg_DistRoad",25,0.0648065629535975
"R4314.8__Insecta_Diptera_Chironomidae_NA_NA_BOLD_ACB9301_size.860","insideHJA",29,0.0880181655828751,"insideHJA",29,0.0880181655828751
"R4391__Insecta_Diptera_Mycetophilidae_Syntemna_NA_BOLD_ACN8370_size.116","tpi250",11,0.0621401075391043,"tpi250",11,0.0621401075391043
"R4409__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACJ0826_size.2301","tpi250",11,0.0919124245006462,"tpi250",11,0.0919124245006462
"R4439.18__Insecta_Lepidoptera_Blastobasidae_Hypatopa_simplicella_BOLD_AAB9632_size.414","gt4_500",1,0.0700742748046636,"gt4_500",1,0.0700742748046636
"R4490.39__Insecta_Psocodea_NA_NA_NA_BOLD_ACD8202_size.350","cut_r1k",2,0.0840115902077868,"cut_r1k",2,0.0840115902077868
"R4490.7__Insecta_Coleoptera_Elateridae_Pseudanostirus_propolus_BOLD_ACG1380_size.65","tpi250",11,0.0662682346526858,"tpi250",11,0.0662682346526858
"R4527.20__Insecta_Coleoptera_Cleridae_Enoclerus_NA_BOLD_ACI7539_size.962","LC08_045029_20180726_B5",23,0.0861873613486392,"LC08_045029_20180726_B5",23,0.0861873613486392
"R4590.7__Insecta_Lepidoptera_Ypsolophidae_Ypsolopha_rubrella_BOLD_AAF5804_size.376","LC08_045029_20180726_B5",23,0.0595932822724512,"LC08_045029_20180726_B5",23,0.0595932822724512
"R4633.2__Insecta_Lepidoptera_Geometridae_Scopula_quinquelinearia_BOLD_ACF4078_size.286","twi30",10,0.0559419844352321,"twi30",10,0.0559419844352321
"R4748.5__Insecta_Lepidoptera_Tortricidae_Acleris_curvalana_BOLD_AAB0267_size.583","twi30",10,0.0623126865055464,"twi30",10,0.0623126865055464
